Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-22347,Painting big test then.,DevOps,2025-01-20,Low,[],3,TM-378,"['Data Analysis', 'Editing', 'Java']",17
TASK-22348,No store probably company.,Graphic Design,2024-12-30,Medium,['TASK-01896'],6,TM-353,"['Teaching', 'SQL', 'Event Planning', 'CSS', 'Graphic Design']",1
TASK-22349,Maybe threat catch poor important.,Design,2025-01-13,Low,"['TASK-19596', 'TASK-21030', 'TASK-02246']",6,TM-387,"['Event Planning', 'CSS', 'Graphic Design', 'Data Analysis', 'Java']",17
TASK-22350,Together whose style else network.,Design,2025-01-18,High,['TASK-06561'],1,TM-488,"['Customer Support', 'Data Analysis']",9
TASK-22351,Sound through order.,SQL,2025-01-17,Low,"['TASK-15171', 'TASK-21764', 'TASK-09423']",5,TM-309,"['Graphic Design', 'Event Planning']",19
TASK-22352,Particular six different.,SQL,2025-01-10,Medium,"['TASK-17622', 'TASK-19604', 'TASK-07943']",4,TM-197,"['Graphic Design', 'Data Analysis', 'Python', 'Finance', 'SEO']",9
TASK-22353,Artist heart stand find beautiful maintain everyone look.,Java,2025-01-14,High,[],4,TM-140,"['CSS', 'HTML', 'SQL', 'Data Analysis']",2
TASK-22354,Middle reflect help fine heart usually.,DevOps,2024-12-26,Low,"['TASK-17808', 'TASK-15981', 'TASK-04765']",2,TM-041,"['Finance', 'Teaching', 'Java', 'Data Analysis', 'CSS']",9
TASK-22355,Hospital specific space source.,Python,2025-01-02,Medium,"['TASK-03596', 'TASK-21431', 'TASK-07250']",6,TM-158,"['Data Analysis', 'C++', 'Python', 'Java', 'HTML']",8
TASK-22356,Owner always measure relationship describe born all.,Graphic Design,2024-12-28,High,"['TASK-03467', 'TASK-10054']",2,TM-277,"['DevOps', 'Python', 'Customer Support', 'Java']",6
TASK-22357,Its debate news image.,Design,2025-01-05,Medium,[],4,TM-174,"['Design', 'CSS', 'Graphic Design', 'Event Planning', 'HTML']",14
TASK-22358,Economy expert remember.,SEO,2024-12-27,Low,['TASK-18246'],1,TM-362,"['Editing', 'Python', 'Finance']",17
TASK-22359,By writer compare hard eye third dark.,Customer Support,2025-01-12,Low,[],1,TM-491,"['HTML', 'Python', 'Teaching', 'Event Planning', 'Marketing']",9
TASK-22360,Base leave fill mouth arm world box skill.,CSS,2025-01-21,Low,[],8,TM-058,"['Teaching', 'SQL', 'C++', 'Java']",12
TASK-22361,Consumer space size ability skill.,DevOps,2025-01-07,High,"['TASK-10156', 'TASK-10640', 'TASK-08888']",2,TM-040,"['CSS', 'Teaching', 'DevOps']",9
TASK-22362,Event away decade quality imagine these.,DevOps,2024-12-24,Medium,[],1,TM-054,"['DevOps', 'Teaching', 'Design', 'Python', 'Event Planning']",13
TASK-22363,Seven officer plan.,Graphic Design,2025-01-20,High,"['TASK-08139', 'TASK-05535', 'TASK-19013']",8,TM-394,"['Graphic Design', 'CSS', 'HTML']",15
TASK-22364,Bill growth performance finally become nearly.,Editing,2024-12-24,High,[],3,TM-038,"['C++', 'Finance']",4
TASK-22365,Push need bed make building choose.,Editing,2025-01-11,High,"['TASK-20798', 'TASK-18032']",5,TM-259,"['DevOps', 'Finance']",18
TASK-22366,Democratic teacher message finally southern mission practice old.,Event Planning,2025-01-12,High,['TASK-10908'],2,TM-080,"['DevOps', 'Event Planning', 'Finance', 'SEO']",11
TASK-22367,Recognize someone performance garden.,Java,2024-12-25,High,"['TASK-18129', 'TASK-06405']",8,TM-100,"['Python', 'Java', 'Event Planning']",20
TASK-22368,Sea money film special gun gun under.,Design,2024-12-27,Low,"['TASK-14458', 'TASK-03776', 'TASK-12589']",1,TM-254,"['Java', 'Graphic Design', 'DevOps', 'Event Planning', 'Editing']",2
TASK-22369,Simply deal or include two after.,DevOps,2024-12-27,Medium,"['TASK-12444', 'TASK-14987']",2,TM-210,"['Marketing', 'HTML', 'Graphic Design', 'Java', 'Finance']",13
TASK-22370,Maybe choose population development interest around.,SQL,2024-12-28,High,"['TASK-08617', 'TASK-08129']",8,TM-222,"['C++', 'Design', 'Finance']",15
TASK-22371,Later debate show product executive fire book.,HTML,2025-01-03,Low,"['TASK-17489', 'TASK-14448', 'TASK-01601']",5,TM-451,"['Graphic Design', 'Teaching', 'SQL', 'Editing', 'HTML']",13
TASK-22372,Such dog step manager.,Graphic Design,2025-01-16,Low,"['TASK-17928', 'TASK-12313', 'TASK-13994']",3,TM-103,"['SEO', 'C++', 'HTML', 'Finance', 'Python']",2
TASK-22373,Before mouth major song everyone concern item.,DevOps,2025-01-06,Low,['TASK-14327'],4,TM-106,"['Finance', 'Editing']",19
TASK-22374,Officer minute which discover turn century.,Event Planning,2024-12-25,High,['TASK-14230'],3,TM-186,"['Python', 'Marketing', 'Design', 'Teaching', 'C++']",16
TASK-22375,Reason office civil above any laugh present.,SQL,2025-01-06,Medium,"['TASK-15386', 'TASK-16131']",2,TM-359,"['Java', 'Customer Support']",7
TASK-22376,Never traditional but bad among research catch.,DevOps,2024-12-31,Low,"['TASK-20790', 'TASK-22293']",1,TM-427,"['Teaching', 'Design']",8
TASK-22377,Look law than test organization.,HTML,2024-12-31,Medium,"['TASK-19864', 'TASK-07720']",5,TM-241,"['SEO', 'Java']",7
TASK-22378,Occur season relate surface hotel hit shake.,Editing,2024-12-30,High,['TASK-13340'],5,TM-438,"['Finance', 'CSS', 'Java', 'Design', 'Graphic Design']",12
TASK-22379,They a morning.,Event Planning,2024-12-26,Low,[],8,TM-049,"['Editing', 'Finance', 'DevOps']",18
TASK-22380,Everybody amount career door.,Python,2025-01-04,Medium,"['TASK-20411', 'TASK-16214', 'TASK-00483']",7,TM-231,"['Graphic Design', 'Teaching']",1
TASK-22381,Total method eight.,HTML,2025-01-07,High,[],5,TM-035,"['CSS', 'SQL', 'DevOps', 'Python']",4
TASK-22382,Start price center example house training.,Design,2025-01-08,Medium,['TASK-10381'],5,TM-361,"['Marketing', 'Data Analysis', 'HTML', 'SEO']",5
TASK-22383,Economic public think region.,Editing,2025-01-16,Low,[],8,TM-309,"['Python', 'Event Planning', 'SQL', 'Finance', 'Marketing']",4
TASK-22384,Still gun black yeah tell interview understand special.,Marketing,2024-12-31,High,['TASK-11575'],1,TM-440,"['Graphic Design', 'Teaching', 'Editing', 'Customer Support']",3
TASK-22385,Week of from close.,SEO,2024-12-27,Medium,[],3,TM-175,"['Customer Support', 'Graphic Design', 'Design', 'Data Analysis', 'SQL']",4
TASK-22386,Season security car tend line because someone.,Python,2025-01-15,High,['TASK-18328'],7,TM-153,"['Design', 'CSS', 'Teaching', 'SQL', 'Data Analysis']",14
TASK-22387,Rise direction analysis individual.,SEO,2025-01-22,High,['TASK-03328'],3,TM-092,"['Graphic Design', 'SEO', 'DevOps', 'SQL']",12
TASK-22388,Hotel work and sometimes fly also fight.,Design,2025-01-02,Medium,"['TASK-19022', 'TASK-12026']",4,TM-330,"['HTML', 'Java']",0
TASK-22389,Color side budget step past.,Python,2025-01-02,Low,[],8,TM-295,"['Java', 'SEO', 'C++', 'DevOps']",19
TASK-22390,Significant war keep pull country forward that fly.,Java,2025-01-22,High,[],1,TM-450,"['DevOps', 'SQL', 'Design', 'SEO']",5
TASK-22391,Treat situation author road somebody manage.,Event Planning,2025-01-22,Low,['TASK-21434'],8,TM-204,"['Design', 'Finance', 'Java', 'HTML', 'Python']",12
TASK-22392,Attorney bit system mother accept benefit.,Python,2025-01-18,Medium,[],1,TM-476,"['Python', 'HTML', 'Teaching']",20
TASK-22393,Season until from middle especially cup.,Data Analysis,2025-01-13,Medium,"['TASK-16194', 'TASK-02420', 'TASK-15652']",5,TM-289,"['SQL', 'Python', 'Customer Support', 'Marketing']",19
TASK-22394,Success fine at star either.,Marketing,2025-01-09,Low,"['TASK-11921', 'TASK-10721']",3,TM-010,"['Java', 'SQL', 'Data Analysis', 'Editing', 'Design']",12
TASK-22395,Very sea agent to.,DevOps,2025-01-19,Low,"['TASK-08157', 'TASK-06903']",4,TM-239,"['Editing', 'Customer Support']",20
TASK-22396,Able remain authority a between.,Python,2025-01-10,Medium,[],1,TM-490,"['CSS', 'Editing', 'Design']",2
TASK-22397,Add field agree theory purpose article language.,Java,2025-01-02,High,"['TASK-08584', 'TASK-11355', 'TASK-21653']",1,TM-245,"['Design', 'Graphic Design', 'SQL', 'Data Analysis']",6
TASK-22398,Agency impact picture senior relate again everybody study.,DevOps,2025-01-10,High,"['TASK-02074', 'TASK-17000', 'TASK-04898']",5,TM-060,"['SEO', 'SQL', 'Marketing', 'C++']",17
TASK-22399,Practice per which stop.,Design,2025-01-18,Medium,[],7,TM-439,"['SQL', 'CSS']",12
TASK-22400,North alone boy audience piece blue.,Java,2025-01-03,High,"['TASK-04560', 'TASK-19421', 'TASK-08948']",6,TM-468,"['Event Planning', 'DevOps', 'Finance', 'Marketing']",18
TASK-22401,Thus throughout follow kind cultural.,Graphic Design,2025-01-07,Low,['TASK-05746'],6,TM-252,"['Marketing', 'HTML', 'Python']",7
TASK-22402,Job and nature yet draw.,Marketing,2024-12-31,Medium,['TASK-00404'],8,TM-403,"['Design', 'SQL', 'Event Planning']",17
TASK-22403,Evidence beyond evidence order action.,Finance,2024-12-29,Medium,"['TASK-16577', 'TASK-20718', 'TASK-11834']",4,TM-230,"['CSS', 'Data Analysis', 'Python', 'DevOps']",13
TASK-22404,Which start whose.,CSS,2024-12-28,High,[],2,TM-245,"['DevOps', 'HTML']",9
TASK-22405,Language me technology ago free simply sense.,CSS,2025-01-06,Low,['TASK-14398'],8,TM-376,"['HTML', 'Event Planning', 'Editing', 'C++', 'Data Analysis']",5
TASK-22406,Decade try often interesting.,CSS,2025-01-11,Low,['TASK-09981'],5,TM-319,"['Event Planning', 'SQL']",3
TASK-22407,This family team yes.,Customer Support,2025-01-12,Low,"['TASK-20361', 'TASK-16755', 'TASK-21245']",4,TM-243,"['Editing', 'Customer Support', 'Python', 'Event Planning']",16
TASK-22408,White community yard challenge owner medical.,Java,2025-01-20,Medium,['TASK-04253'],5,TM-290,"['Customer Support', 'Marketing', 'Finance', 'Editing', 'C++']",12
TASK-22409,Value father need involve buy.,CSS,2024-12-29,Low,"['TASK-03468', 'TASK-14933']",1,TM-171,"['Graphic Design', 'Java', 'Teaching', 'SQL', 'SEO']",9
TASK-22410,Place expert front school sign call learn.,SEO,2025-01-14,Medium,"['TASK-07383', 'TASK-11016']",8,TM-167,"['SQL', 'C++']",7
TASK-22411,Every central middle rich somebody trip.,SQL,2025-01-01,Low,"['TASK-11719', 'TASK-06228']",5,TM-100,"['DevOps', 'Finance', 'Customer Support']",3
TASK-22412,Discover close however page.,Teaching,2025-01-12,Low,"['TASK-09025', 'TASK-16108']",7,TM-367,"['Teaching', 'Graphic Design', 'Python', 'HTML', 'DevOps']",14
TASK-22413,Figure would long four they.,SEO,2025-01-14,Medium,"['TASK-09191', 'TASK-04786']",6,TM-144,"['SEO', 'Event Planning', 'Python', 'Data Analysis', 'Graphic Design']",2
TASK-22414,Space food clear general unit interview.,SQL,2025-01-09,Low,[],3,TM-468,"['HTML', 'Customer Support']",6
TASK-22415,Soldier put develop before.,C++,2024-12-24,High,[],2,TM-294,"['SQL', 'Marketing', 'Teaching', 'Editing']",3
TASK-22416,Government both system charge plan decision will.,C++,2025-01-22,Low,"['TASK-13602', 'TASK-19139']",3,TM-317,"['Java', 'C++', 'Graphic Design', 'Event Planning', 'Python']",10
TASK-22417,Cup indicate truth she go whatever body.,C++,2025-01-08,Medium,['TASK-03879'],8,TM-228,"['C++', 'Graphic Design', 'Teaching', 'Java']",5
TASK-22418,Deep chair which candidate area.,SQL,2025-01-06,Medium,"['TASK-10186', 'TASK-18060']",4,TM-142,"['Teaching', 'Finance', 'HTML']",11
TASK-22419,Three administration teacher next economy tonight on.,Python,2025-01-07,High,"['TASK-16454', 'TASK-11305']",5,TM-438,"['Data Analysis', 'Event Planning', 'C++', 'Finance', 'SEO']",13
TASK-22420,Team push before fine.,Python,2024-12-28,Low,[],4,TM-216,"['Graphic Design', 'CSS', 'Editing', 'C++', 'SQL']",12
TASK-22421,Wonder together event find our stop speak.,Customer Support,2025-01-20,Low,"['TASK-20589', 'TASK-20925']",2,TM-058,"['Java', 'SQL', 'Marketing', 'CSS']",7
TASK-22422,Majority peace civil trial music.,Finance,2025-01-18,Medium,"['TASK-19263', 'TASK-14770', 'TASK-05245']",1,TM-284,"['CSS', 'Graphic Design', 'Customer Support']",9
TASK-22423,Both bad eat all most subject tonight.,DevOps,2025-01-20,Low,['TASK-20008'],4,TM-087,"['Data Analysis', 'Design', 'SQL']",5
TASK-22424,View entire such view.,CSS,2024-12-29,Low,[],8,TM-370,"['C++', 'Graphic Design', 'HTML', 'Marketing']",7
TASK-22425,Decide party research anything should exactly perhaps.,Customer Support,2025-01-03,High,"['TASK-10517', 'TASK-14741']",5,TM-346,"['Finance', 'Java']",1
TASK-22426,True age turn reason space.,Editing,2024-12-29,Low,['TASK-00913'],3,TM-292,"['SQL', 'HTML', 'Event Planning']",2
TASK-22427,Nice herself party outside drug responsibility sign.,Finance,2025-01-15,Medium,"['TASK-14099', 'TASK-03038', 'TASK-12745']",7,TM-169,"['Event Planning', 'Finance', 'CSS', 'Marketing']",14
TASK-22428,Language expect campaign administration water step.,Design,2024-12-30,High,"['TASK-21377', 'TASK-19174']",1,TM-250,"['C++', 'Editing', 'Graphic Design', 'Marketing']",13
TASK-22429,Herself public sign day.,CSS,2025-01-22,High,"['TASK-01478', 'TASK-17446']",8,TM-287,"['Editing', 'HTML']",18
TASK-22430,Notice better production through property.,Java,2025-01-20,Low,[],3,TM-069,"['Finance', 'CSS', 'Customer Support', 'C++']",16
TASK-22431,My hope son about this policy.,Python,2025-01-18,Low,"['TASK-20202', 'TASK-12271', 'TASK-04857']",5,TM-222,"['SQL', 'DevOps', 'Teaching', 'Editing', 'SEO']",2
TASK-22432,Beat hour bit suddenly.,Finance,2025-01-16,High,"['TASK-22126', 'TASK-09544']",2,TM-089,"['Graphic Design', 'Teaching', 'Marketing']",15
TASK-22433,More cost opportunity buy red sit class every.,Graphic Design,2025-01-08,Low,[],3,TM-001,"['C++', 'Data Analysis', 'Python', 'Java', 'Finance']",1
TASK-22434,Mind treat understand.,Customer Support,2025-01-01,High,[],3,TM-028,"['Design', 'SQL', 'Data Analysis', 'Marketing', 'Customer Support']",18
TASK-22435,Offer argue Republican factor.,Teaching,2025-01-16,High,['TASK-09980'],4,TM-256,"['Finance', 'Java', 'C++']",12
TASK-22436,Argue throw decision probably believe station.,Event Planning,2025-01-22,High,['TASK-11273'],6,TM-460,"['HTML', 'C++', 'DevOps']",13
TASK-22437,Sea despite answer mention second protect lot.,Python,2025-01-18,High,"['TASK-05285', 'TASK-17868']",6,TM-194,"['C++', 'DevOps']",14
TASK-22438,Tv return because.,Python,2024-12-31,Low,[],1,TM-020,"['Customer Support', 'CSS', 'SEO']",9
TASK-22439,Near painting visit hit on gun water.,CSS,2025-01-22,High,"['TASK-17307', 'TASK-17514']",5,TM-476,"['Python', 'Customer Support']",20
TASK-22440,Or available hot kid often alone in.,HTML,2025-01-16,High,"['TASK-19971', 'TASK-01942']",5,TM-453,"['Graphic Design', 'C++']",3
TASK-22441,Similar option approach avoid him garden art.,Design,2025-01-12,High,[],5,TM-191,"['SEO', 'CSS', 'DevOps']",0
TASK-22442,Professor brother especially drug.,Customer Support,2025-01-16,Medium,['TASK-00310'],8,TM-159,"['Java', 'Customer Support']",14
TASK-22443,Half find alone environment.,DevOps,2025-01-16,Medium,['TASK-22329'],6,TM-095,"['Graphic Design', 'Event Planning']",3
TASK-22444,Those economic type card American whose occur.,Design,2024-12-29,High,"['TASK-13816', 'TASK-11224', 'TASK-18805']",8,TM-319,"['Teaching', 'C++']",14
TASK-22445,Occur let guess.,SEO,2025-01-08,High,"['TASK-01535', 'TASK-01102', 'TASK-11404']",7,TM-370,"['Marketing', 'HTML']",0
TASK-22446,Cultural nation charge.,SEO,2025-01-21,Low,"['TASK-09065', 'TASK-15907', 'TASK-17936']",8,TM-180,"['SEO', 'CSS', 'Java', 'Event Planning']",20
TASK-22447,Make mouth attorney home city once.,SQL,2025-01-20,Medium,"['TASK-20250', 'TASK-15968']",7,TM-495,"['Customer Support', 'DevOps', 'Graphic Design']",7
TASK-22448,Record four war turn civil new.,Graphic Design,2024-12-31,Low,[],4,TM-319,"['CSS', 'Finance', 'Customer Support', 'Design', 'Java']",10
TASK-22449,Decade speech sure stuff size.,DevOps,2025-01-05,Low,[],3,TM-222,"['Python', 'HTML', 'Data Analysis']",15
TASK-22450,Their father similar between.,Customer Support,2025-01-15,Medium,"['TASK-05898', 'TASK-00360', 'TASK-16948']",8,TM-202,"['Java', 'Graphic Design', 'Event Planning', 'CSS', 'Teaching']",1
TASK-22451,Would physical test teacher how.,Editing,2025-01-04,Medium,"['TASK-13109', 'TASK-21060', 'TASK-02656']",6,TM-350,"['SEO', 'SQL']",4
TASK-22452,Democratic present data.,C++,2025-01-01,Medium,[],7,TM-243,"['Event Planning', 'Teaching', 'Data Analysis', 'Design', 'SEO']",3
TASK-22453,Arrive policy edge system option.,Customer Support,2025-01-12,Medium,"['TASK-08681', 'TASK-12999']",7,TM-414,"['Customer Support', 'SEO']",16
TASK-22454,Size office yes late collection show herself movie.,SQL,2024-12-31,High,"['TASK-18330', 'TASK-01782']",4,TM-326,"['Design', 'DevOps', 'Finance', 'Data Analysis', 'Event Planning']",15
TASK-22455,Fall size sell quite although.,Marketing,2025-01-19,Low,['TASK-13873'],1,TM-250,"['DevOps', 'Graphic Design', 'Finance']",3
TASK-22456,Child certain traditional general.,CSS,2025-01-14,High,"['TASK-20094', 'TASK-13845']",3,TM-296,"['Editing', 'Java']",14
TASK-22457,Film able local central.,Design,2025-01-11,High,['TASK-11800'],7,TM-418,"['DevOps', 'Python']",0
TASK-22458,Trip though purpose hair.,C++,2025-01-16,High,['TASK-02923'],1,TM-436,"['HTML', 'C++', 'DevOps', 'SEO', 'Event Planning']",17
TASK-22459,Meeting second despite for save interesting.,Finance,2024-12-27,Low,"['TASK-05518', 'TASK-15280', 'TASK-12892']",4,TM-237,"['Finance', 'SQL', 'Graphic Design', 'SEO']",10
TASK-22460,Next white father.,Python,2025-01-04,Low,"['TASK-21589', 'TASK-21433']",4,TM-476,"['Data Analysis', 'Customer Support', 'Graphic Design', 'HTML']",16
TASK-22461,Town present else everyone experience at.,Event Planning,2025-01-08,High,[],8,TM-209,"['Design', 'Marketing', 'C++']",13
TASK-22462,Second wrong thing in.,C++,2025-01-19,High,"['TASK-19572', 'TASK-02161']",3,TM-043,"['Teaching', 'Design', 'Finance']",0
TASK-22463,Move give camera remain theory enjoy happy.,Event Planning,2024-12-24,Low,"['TASK-20283', 'TASK-15627']",5,TM-102,"['Marketing', 'Graphic Design', 'DevOps', 'Data Analysis']",15
TASK-22464,American face arrive late.,Graphic Design,2025-01-16,Low,"['TASK-16005', 'TASK-20625', 'TASK-10010']",2,TM-168,"['HTML', 'Marketing', 'Java', 'Editing', 'Graphic Design']",20
TASK-22465,Expert back civil improve although physical want.,CSS,2025-01-01,Low,"['TASK-13832', 'TASK-19626', 'TASK-11691']",7,TM-308,"['Editing', 'Python', 'Finance', 'Teaching', 'Marketing']",0
TASK-22466,Activity week safe year environment style wonder.,SEO,2025-01-07,Low,['TASK-20087'],6,TM-451,"['SEO', 'Event Planning']",17
TASK-22467,Member adult best friend forget mind.,SQL,2024-12-28,Medium,['TASK-02714'],1,TM-322,"['Event Planning', 'Teaching', 'Python', 'Design']",9
TASK-22468,Kid stand hope country arm two.,Teaching,2024-12-31,Medium,"['TASK-06788', 'TASK-17323', 'TASK-18729']",8,TM-429,"['HTML', 'Event Planning', 'Marketing', 'Customer Support']",15
TASK-22469,Case Republican for number course our including even.,CSS,2025-01-13,Medium,[],3,TM-491,"['Design', 'Marketing', 'SQL', 'Teaching']",13
TASK-22470,Either way detail our.,Editing,2025-01-15,Low,[],2,TM-033,"['Python', 'Marketing']",2
TASK-22471,Office build contain economy spend.,Design,2024-12-25,Low,"['TASK-19366', 'TASK-05596', 'TASK-16649']",7,TM-026,"['Design', 'Marketing', 'Event Planning', 'CSS', 'SQL']",15
TASK-22472,Whose material rise fine enjoy lay cell.,Java,2025-01-03,Low,['TASK-14332'],3,TM-185,"['Java', 'Python', 'Design']",4
TASK-22473,Give order nothing oil.,DevOps,2025-01-13,Low,"['TASK-10741', 'TASK-02399']",1,TM-157,"['Graphic Design', 'HTML', 'DevOps']",8
TASK-22474,Give politics bring type.,Graphic Design,2025-01-13,High,['TASK-07366'],1,TM-366,"['Teaching', 'Design']",10
TASK-22475,Direction discussion of.,Editing,2025-01-08,High,['TASK-06714'],3,TM-109,"['SQL', 'CSS', 'Data Analysis']",19
TASK-22476,Source industry space little interview next value.,Marketing,2025-01-04,Medium,[],6,TM-113,"['Data Analysis', 'HTML', 'C++']",4
TASK-22477,Second name teacher read change continue.,Design,2025-01-17,High,[],7,TM-115,"['Java', 'Marketing', 'HTML', 'Design']",6
TASK-22478,Beyond rock effect accept toward night how.,SEO,2025-01-13,Medium,"['TASK-17819', 'TASK-08029']",3,TM-402,"['HTML', 'Customer Support', 'Graphic Design', 'SEO', 'Event Planning']",8
TASK-22479,Then similar attention if nation everything.,Editing,2024-12-26,High,"['TASK-17021', 'TASK-12499']",4,TM-324,"['Python', 'SQL', 'HTML']",20
TASK-22480,Information improve upon kid consumer.,Marketing,2024-12-25,High,[],2,TM-491,"['Editing', 'Java', 'SQL', 'Data Analysis', 'CSS']",7
TASK-22481,Real property system ok good sport.,Event Planning,2025-01-04,Low,"['TASK-09695', 'TASK-11971']",1,TM-308,"['DevOps', 'Event Planning', 'Python']",2
TASK-22482,Stock attack hit.,Editing,2025-01-14,Low,['TASK-22234'],6,TM-452,"['HTML', 'Design', 'Graphic Design', 'Teaching', 'DevOps']",1
TASK-22483,Shoulder seat age treatment put work.,Design,2025-01-20,High,[],1,TM-164,"['Data Analysis', 'Python', 'Finance', 'Design']",8
TASK-22484,Star behind white sure purpose radio.,CSS,2025-01-08,High,"['TASK-13600', 'TASK-17512']",5,TM-141,"['C++', 'DevOps', 'Finance', 'CSS']",7
TASK-22485,Reach region thank answer despite explain green.,Marketing,2025-01-14,High,[],4,TM-373,"['HTML', 'Teaching', 'Design']",6
TASK-22486,Method partner vote team option.,HTML,2024-12-29,Low,"['TASK-00918', 'TASK-06871']",7,TM-215,"['SEO', 'Event Planning', 'Design']",12
TASK-22487,Budget simply fall American during.,C++,2025-01-17,Low,"['TASK-01913', 'TASK-15586']",4,TM-128,"['Event Planning', 'CSS', 'Teaching']",10
TASK-22488,Wind work product since.,Python,2025-01-03,Low,['TASK-21622'],8,TM-337,"['Customer Support', 'Finance']",2
TASK-22489,Exactly popular debate remember.,CSS,2025-01-21,Low,"['TASK-12910', 'TASK-21700', 'TASK-14592']",7,TM-276,"['SEO', 'Marketing', 'Python']",13
TASK-22490,Key city live couple modern none.,Teaching,2025-01-20,Low,"['TASK-08615', 'TASK-18726', 'TASK-02404']",5,TM-238,"['CSS', 'HTML', 'Data Analysis', 'Python', 'Java']",15
TASK-22491,History size focus information almost.,DevOps,2024-12-27,Low,"['TASK-12144', 'TASK-13449']",4,TM-207,"['Teaching', 'Python', 'CSS', 'Java', 'Marketing']",13
TASK-22492,Actually detail series third piece voice.,Finance,2024-12-31,Medium,"['TASK-08308', 'TASK-18255']",6,TM-317,"['HTML', 'SQL', 'SEO', 'Finance', 'Python']",11
TASK-22493,Year right store crime remember.,DevOps,2025-01-16,High,['TASK-19858'],5,TM-499,"['SQL', 'Python', 'Event Planning']",20
TASK-22494,Store wear eight such ago reflect including one.,SQL,2025-01-12,High,[],4,TM-065,"['CSS', 'Python', 'Teaching']",1
TASK-22495,Prove couple administration see box detail lot add.,Teaching,2025-01-09,Medium,"['TASK-22090', 'TASK-08425']",2,TM-449,"['C++', 'SEO', 'Design']",12
TASK-22496,Although into discuss tell citizen pick American energy.,Teaching,2024-12-24,Medium,['TASK-06442'],1,TM-276,"['Java', 'Finance']",11
TASK-22497,Might so participant.,HTML,2024-12-31,High,['TASK-01450'],6,TM-452,"['C++', 'Editing', 'Graphic Design', 'Java', 'Marketing']",19
TASK-22498,Language necessary listen system.,Design,2025-01-06,Medium,['TASK-02786'],3,TM-119,"['Customer Support', 'Design', 'Finance', 'Marketing']",15
TASK-22499,Perhaps health note three Mrs road get.,Customer Support,2025-01-17,Low,['TASK-19699'],7,TM-140,"['Design', 'Finance']",0
TASK-22500,Fly think myself common stop firm.,Finance,2025-01-14,Medium,['TASK-02124'],2,TM-352,"['Teaching', 'Marketing', 'Java', 'Python']",0
TASK-22501,Population next happen government along.,Editing,2024-12-27,Medium,"['TASK-00790', 'TASK-04527']",7,TM-331,"['Graphic Design', 'HTML', 'Teaching', 'Python', 'Java']",9
TASK-22502,Hair once laugh must.,Teaching,2024-12-27,Low,[],1,TM-302,"['Data Analysis', 'Graphic Design']",7
TASK-22503,Young person floor leave.,SQL,2025-01-03,High,"['TASK-02038', 'TASK-10619']",8,TM-278,"['Finance', 'Marketing', 'Python']",12
TASK-22504,Short character size stay how people.,CSS,2024-12-24,Medium,"['TASK-04405', 'TASK-00001', 'TASK-03719']",1,TM-185,"['C++', 'Customer Support']",8
TASK-22505,Available their feel.,C++,2025-01-17,High,"['TASK-04300', 'TASK-21969', 'TASK-05754']",4,TM-260,"['DevOps', 'Marketing', 'Data Analysis']",2
TASK-22506,If risk add important government side economy race.,HTML,2025-01-07,High,[],6,TM-470,"['SQL', 'C++', 'Finance']",14
TASK-22507,Loss head base picture senior mention.,Python,2025-01-10,Medium,[],3,TM-147,"['CSS', 'Finance', 'DevOps', 'Editing']",7
TASK-22508,Number near ahead politics hold.,Graphic Design,2025-01-20,Low,[],6,TM-456,"['Marketing', 'HTML', 'Design', 'C++', 'Data Analysis']",0
TASK-22509,Series war read way stock control.,Python,2025-01-19,High,"['TASK-15477', 'TASK-11016']",8,TM-102,"['Customer Support', 'SEO', 'Python']",3
TASK-22510,Vote difference discover state teacher relate.,Teaching,2025-01-02,High,['TASK-00851'],2,TM-218,"['Finance', 'Editing', 'SEO', 'SQL']",12
TASK-22511,Million provide seek commercial floor human it.,Finance,2025-01-22,Low,[],5,TM-255,"['Finance', 'DevOps']",0
TASK-22512,Within situation indicate or.,Finance,2024-12-24,Medium,"['TASK-11985', 'TASK-15312', 'TASK-17279']",7,TM-003,"['Event Planning', 'C++', 'Python']",16
TASK-22513,Hospital himself force.,Event Planning,2025-01-01,Medium,['TASK-16811'],4,TM-402,"['Design', 'C++', 'Graphic Design']",15
TASK-22514,Of past from myself big growth.,Data Analysis,2025-01-06,Low,[],3,TM-320,"['Marketing', 'C++', 'HTML', 'CSS']",10
TASK-22515,Condition customer exist medical sometimes fight building.,Editing,2025-01-12,Medium,[],2,TM-077,"['CSS', 'Event Planning', 'Marketing', 'Finance', 'Editing']",16
TASK-22516,Floor shake also.,Event Planning,2025-01-14,Medium,"['TASK-07002', 'TASK-15837', 'TASK-06818']",4,TM-437,"['Editing', 'Event Planning', 'Design', 'Graphic Design', 'Finance']",5
TASK-22517,Mrs parent recognize product fall.,C++,2024-12-26,Low,['TASK-12848'],5,TM-211,"['Editing', 'Graphic Design']",3
TASK-22518,Stay source second.,Graphic Design,2025-01-20,High,[],5,TM-232,"['Marketing', 'Finance', 'DevOps']",5
TASK-22519,Air range age hotel see among before.,Editing,2025-01-07,High,"['TASK-20946', 'TASK-13002', 'TASK-08076']",6,TM-077,"['Python', 'Graphic Design', 'SQL', 'Marketing', 'C++']",3
